record_id,screen_time_y2_arm_1_screen_time_1_complete,screen_time_y2_arm_1_screen_time_2_complete,screen_time_y2_arm_1_screen_time_3_complete,screen_time_y2_arm_1_screen_time_4_complete,screen_time_y2_arm_1_screen_time_5_complete,screen_time_y2_arm_1_screen_time_6_complete,screen_time_2_y2_arm_1_screen_time_1_2_complete,screen_time_2_y2_arm_1_screen_time_2_2_complete,screen_time_2_y2_arm_1_screen_time_3_2_complete
13,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
