record_id,screen_time_y2_arm_1_screen_time_1_complete,screen_time_y2_arm_1_screen_time_2_complete,screen_time_y2_arm_1_screen_time_3_complete,screen_time_y2_arm_1_screen_time_4_complete,screen_time_y2_arm_1_screen_time_5_complete,screen_time_y2_arm_1_screen_time_6_complete,screen_time_2_y2_arm_1_screen_time_1_2_complete,screen_time_2_y2_arm_1_screen_time_2_2_complete,screen_time_2_y2_arm_1_screen_time_3_2_complete
13,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
47,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
48,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
57,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2.0,0.0,0.0,0.0,0.0,0.0,,,
127,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2.0,0.0,0.0,0.0,0.0,0.0,,,
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2.0,2.0,0.0,0.0,0.0,0.0,,,
184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
227,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
242,2.0,2.0,0.0,0.0,0.0,0.0,,,
248,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
259,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2.0,2.0,0.0,0.0,0.0,0.0,,,
264,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,2.0,2.0,0.0,0.0,0.0,0.0,,,
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,2.0,2.0,0.0,0.0,0.0,0.0,,,
322,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,2.0,2.0,0.0,0.0,0.0,0.0,,,
336,2.0,2.0,0.0,0.0,0.0,0.0,,,
339,2.0,2.0,0.0,0.0,0.0,0.0,,,
350,2.0,2.0,0.0,0.0,0.0,0.0,,,
364,2.0,0.0,0.0,0.0,0.0,0.0,,,
366,2.0,2.0,0.0,0.0,0.0,0.0,,,
379,2.0,2.0,0.0,0.0,0.0,0.0,,,
385,2.0,2.0,0.0,0.0,0.0,0.0,,,
395,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,2.0,2.0,0.0,0.0,0.0,0.0,,,
416,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,0.0,0.0,0.0,0.0,0.0,0.0,,,
544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,2.0,0.0,0.0,0.0,0.0,0.0,,,
1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
